split,sequence,block_id,workload_phase,prompt_tokens,output_tokens,concurrency,requested_power_limit_w,requested_clock_mhz,batch_index,request_index,prompt_tokens_observed,completion_tokens,ttft_s,tpot_s,total_s,start_elapsed_s,end_elapsed_s
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,17,6,128,32,0.7632985010000084,0.1003849921290317,3.8752332569999908,592.921900995,596.797134252
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,17,7,128,32,0.7649041260000331,0.10037299764515835,3.876467052999942,592.920609118,596.797076171
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,18,0,128,32,0.7670266540000057,0.10024475651613146,3.874614106000081,596.800350733,600.674964839
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,18,1,128,32,0.7682049250000773,0.10026468083870646,3.8764100309999776,596.799523306,600.675933337
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,18,2,128,32,0.7668800190000411,0.10026376925806392,3.8750568660000226,596.800958638,600.676015504
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,18,3,128,32,0.16931318299998566,0.1163052926774196,3.774777255999993,596.799768665,600.574545921
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,18,4,128,32,0.7660073480000165,0.10028371796774184,3.8748026050000135,596.801293335,600.67609594
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,18,5,128,32,0.7665813429999844,0.1002749686774201,3.8751053720000073,596.800601819,600.675707191
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,18,6,128,32,0.7669993069999919,0.10024568106451816,3.8746154200000547,596.800050135,600.674665555
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,18,7,128,32,0.7683622849999665,0.100275547096775,3.8769042449999915,596.799241962,600.676146207
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,19,0,128,32,0.7644194770000468,0.10036480829032166,3.875728534000018,600.678241868,604.553970402
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,19,1,128,32,0.7640938680000318,0.10036961345161349,3.87555188500005,600.678490195,604.55404208
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,19,2,128,32,0.7626336299999821,0.10036316170967732,3.873891642999979,600.679767727,604.55365937
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,19,3,128,32,0.7637913019999587,0.1003280021612909,3.8739593689999765,600.678703215,604.552662584
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,19,4,128,32,0.16307756300000165,0.11644888509677516,3.7729930010000317,600.67915696,604.452149961
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,19,5,128,32,0.7639263840000012,0.10034326241935604,3.8745675190000384,600.678919536,604.553487055
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,19,6,128,32,0.7627214069999582,0.10034340029032533,3.8733668160000434,600.680023742,604.553390558
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,19,7,128,32,0.7649635910000825,0.10035431509677364,3.8759473590000653,600.677959885,604.553907244
